,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,type,fuel,transmission
171,Chevrolet Beat LT,120000,2011,Individual,Second Owner,90000,NaN,Four Wheeler,Petrol,Manual
172,Renault Duster 110PS Diesel RxZ,320000,2013,Individual,Second Owner,90000,NaN,Four Wheeler,Diesel,Manual
173,Hyundai Santro Xing XG,70000,2006,Individual,Third Owner,110000,NaN,Four Wheeler,Petrol,Manual
174,Maruti Swift Dzire ZXI Plus,810000,2019,Individual,First Owner,15000,NaN,Four Wheeler,Petrol,Manual
175,Maruti 800 AC,95000,2007,Individual,Second Owner,100000,NaN,Four Wheeler,Petrol,Manual
176,Maruti Alto K10 LXI CNG,282000,2020,Individual,First Owner,40000,NaN,Four Wheeler,CNG,Manual
177,Maruti 800 Std BSII,80000,2004,Individual,Second Owner,60000,NaN,Four Wheeler,Petrol,Manual
178,Tata Nano LX SE,72000,2013,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
179,Hyundai i20 Magna 1.2,600000,2016,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
180,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,640000,2015,Individual,First Owner,23000,NaN,Four Wheeler,Petrol,Manual
181,Maruti Alto K10 VXI,380000,2018,Individual,First Owner,22155,NaN,Four Wheeler,Petrol,Manual
182,Maruti Ciaz 1.4 Delta,650000,2018,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
183,Maruti Alto LX,150000,2009,Individual,Second Owner,60000,NaN,Four Wheeler,Petrol,Manual
184,Hyundai i20 Asta,280000,2009,Individual,Second Owner,110000,NaN,Four Wheeler,Petrol,Manual
185,Tata Nexon 1.2 Revotron XM,430000,2018,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
186,Mahindra Bolero Power Plus SLX,800000,2019,Individual,First Owner,15000,NaN,Four Wheeler,Diesel,Manual
187,Maruti Zen D,75000,2003,Individual,Second Owner,100000,NaN,Four Wheeler,Diesel,Manual
188,Volkswagen Vento Celeste 1.5 TDI Highline AT,650000,2016,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Automatic
189,Maruti Eeco 7 Seater Standard BSIV,390000,2017,Individual,First Owner,24000,NaN,Four Wheeler,Petrol,Manual
190,Honda City 1.5 EXI,100000,2005,Individual,Second Owner,120000,NaN,Four Wheeler,Petrol,Manual
191,Mercedes-Benz New C-Class 220 CDI AT,1500000,2013,Individual,First Owner,35000,NaN,Four Wheeler,Diesel,Automatic
192,Maruti SX4 Zxi with Leather BSIII,175000,2007,Individual,First Owner,78380,NaN,Four Wheeler,Petrol,Manual
193,Renault Duster 110PS Diesel RxZ,434999,2012,Individual,Second Owner,110000,NaN,Four Wheeler,Diesel,Manual
194,Ford Figo Diesel Titanium,170000,2010,Individual,Third Owner,90000,NaN,Four Wheeler,Diesel,Manual
195,Ford Figo Diesel Titanium,190000,2011,Individual,Third Owner,90000,NaN,Four Wheeler,Diesel,Manual
196,Maruti Swift Dzire VDi,250000,2009,Individual,Third Owner,150000,NaN,Four Wheeler,Diesel,Manual
197,Mahindra Xylo E4,229999,2009,Individual,Third Owner,230000,NaN,Four Wheeler,Diesel,Manual
198,Maruti Esteem Vxi - BSIII,140000,2006,Individual,Third Owner,70000,NaN,Four Wheeler,Petrol,Manual
199,Maruti Swift VDI BSIV,600000,2017,Individual,First Owner,80362,NaN,Four Wheeler,Diesel,Manual
200,Hyundai i20 1.2 Sportz,280000,2012,Individual,Third Owner,110000,NaN,Four Wheeler,Petrol,Manual
201,Chevrolet Beat Diesel LT,150000,2012,Individual,First Owner,60000,NaN,Four Wheeler,Diesel,Manual
202,Chevrolet Cruze LTZ AT,650000,2015,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Automatic
203,Nissan Micra XL,210000,2014,Individual,Second Owner,40000,NaN,Four Wheeler,Petrol,Manual
204,BMW 5 Series 520d Luxury Line,2900000,2017,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Automatic
205,Chevrolet Enjoy 1.3 TCDi LS 8,425000,2013,Dealer,First Owner,20000,NaN,Four Wheeler,Diesel,Manual
206,Hyundai EON Era Plus Option,265000,2014,Dealer,First Owner,55000,NaN,Four Wheeler,Petrol,Manual
207,Fiat Linea T Jet Emotion,890000,2018,Dealer,First Owner,1136,NaN,Four Wheeler,Petrol,Manual
208,Renault Scala RxL,365000,2013,Dealer,First Owner,55000,NaN,Four Wheeler,Petrol,Manual
209,Ford Figo Petrol Titanium,350000,2014,Dealer,First Owner,43000,NaN,Four Wheeler,Petrol,Manual
210,Maruti Ciaz ZDi SHVS,685000,2016,Individual,First Owner,60000,NaN,Four Wheeler,Diesel,Manual
211,Skoda Rapid 1.5 TDI Ambition BSIV,940000,2018,Dealer,First Owner,2650,NaN,Four Wheeler,Diesel,Manual
212,Mahindra XUV500 W6 2WD,1000000,2017,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
213,Mahindra XUV300 W8 Option,1150000,2019,Dealer,First Owner,15000,NaN,Four Wheeler,Petrol,Manual
214,Maruti Ertiga SHVS ZDI,450000,2016,Individual,Second Owner,115962,NaN,Four Wheeler,Diesel,Manual
215,Nissan Terrano XE D,590000,2015,Dealer,First Owner,65000,NaN,Four Wheeler,Diesel,Manual
216,Maruti S-Cross Facelift,800000,2017,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
217,Hyundai i20 Magna 1.4 CRDi (Diesel),385000,2012,Dealer,First Owner,58000,NaN,Four Wheeler,Diesel,Manual
218,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2000000,2013,Individual,First Owner,15000,NaN,Four Wheeler,Diesel,Automatic
219,Hyundai EON Era Plus,235000,2012,Dealer,First Owner,54000,NaN,Four Wheeler,Petrol,Manual
220,Volkswagen Ameo 1.5 TDI Highline,640000,2017,Dealer,First Owner,56000,NaN,Four Wheeler,Diesel,Manual
221,Maruti Alto LX,52000,2006,Individual,Third Owner,120000,NaN,Four Wheeler,Petrol,Manual
222,Maruti Omni LPG CARGO BSIII W IMMOBILISER,80000,2009,Individual,Second Owner,90000,NaN,Four Wheeler,LPG,Manual
223,Maruti Alto LX,140000,2012,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
224,Hyundai Verna i (Petrol),120000,2008,Individual,Second Owner,90000,NaN,Four Wheeler,Petrol,Manual
225,Mahindra Renault Logan 1.5 DLS,89999,2008,Individual,First Owner,213000,NaN,Four Wheeler,Diesel,Manual
226,Chevrolet Optra Magnum 2.0 LS BSIII,180000,2012,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
227,Mahindra Scorpio S11 BSIV,1500000,2017,Individual,First Owner,20000,NaN,Four Wheeler,Diesel,Manual
228,Hyundai i20 Active 1.2 SX,700000,2017,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
229,Maruti SX4 Celebration Diesel,285000,2012,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
230,Hyundai Grand i10 Magna,390000,2015,Individual,First Owner,90000,NaN,Four Wheeler,Petrol,Manual
231,Maruti Alto LXi BSIII,125000,2008,Individual,First Owner,80000,NaN,Four Wheeler,Petrol,Manual
232,Maruti SX4 Zxi with Leather BSIII,225000,2008,Individual,Second Owner,60000,NaN,Four Wheeler,Petrol,Manual
233,Hyundai i10 Era,175000,2011,Individual,Second Owner,139000,NaN,Four Wheeler,Petrol,Manual
234,Toyota Innova 2.5 V Diesel 7-seater,1075000,2011,Individual,Second Owner,160000,NaN,Four Wheeler,Diesel,Manual
235,Honda Mobilio V i DTEC,300000,2014,Individual,First Owner,150000,NaN,Four Wheeler,Diesel,Manual
236,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,700000,2010,Individual,Fourth & Above Owner,163000,NaN,Four Wheeler,Diesel,Manual
237,Tata Indica V2 2001-2011 DLS BSIII,90000,2009,Dealer,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
238,Tata Indica Vista TDI LS,120000,2011,Individual,Second Owner,120000,NaN,Four Wheeler,Diesel,Manual
239,Chevrolet Beat Diesel LS,220000,2012,Individual,Second Owner,100000,NaN,Four Wheeler,Diesel,Manual
240,Tata Zest Quadrajet 1.3 75PS XE,300000,2015,Dealer,First Owner,140000,NaN,Four Wheeler,Diesel,Manual
241,Skoda Fabia 1.2L Diesel Ambiente,180000,2010,Dealer,Second Owner,87000,NaN,Four Wheeler,Diesel,Manual
242,Maruti 800 Std,170000,2013,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
243,Ford Figo Petrol Titanium,300000,2015,Individual,Second Owner,50000,NaN,Four Wheeler,Petrol,Manual
244,Toyota Innova 2.5 VX (Diesel) 8 Seater,1050000,2014,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Manual
245,Honda Mobilio V i DTEC,300000,2014,Individual,First Owner,150000,NaN,Four Wheeler,Diesel,Manual
246,Hyundai Grand i10 1.2 CRDi Asta,465000,2018,Individual,First Owner,25000,NaN,Four Wheeler,Diesel,Manual
247,Chevrolet Beat Diesel LT,130000,2011,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
248,Datsun GO Plus T Option Petrol,434999,2018,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
249,Hyundai Grand i10 1.2 Kappa Asta,500000,2018,Individual,First Owner,32000,NaN,Four Wheeler,Petrol,Manual
250,Maruti Omni MPI STD BSIV,200000,2018,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
251,Maruti Baleno Alpha 1.2,625000,2017,Dealer,First Owner,52000,NaN,Four Wheeler,Petrol,Manual
252,Ford Fiesta Classic 1.4 SXI Duratorq,110000,2006,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
253,Hyundai Elite i20 Asta Option BSIV,800000,2019,Individual,First Owner,11240,NaN,Four Wheeler,Petrol,Manual
254,Hyundai Grand i10 CRDi Magna,490000,2017,Dealer,First Owner,66000,NaN,Four Wheeler,Diesel,Manual
255,Maruti Ertiga SHVS ZDI,880000,2017,Dealer,First Owner,64000,NaN,Four Wheeler,Diesel,Manual
256,Hyundai Santro Xing GL Plus,290000,2013,Individual,First Owner,49000,NaN,Four Wheeler,Petrol,Manual
257,Tata Sumo GX TC 7 Str BSIII,115999,2006,Individual,Second Owner,100000,NaN,Four Wheeler,Diesel,Manual
258,Renault KWID RXT,360000,2018,Individual,First Owner,26500,NaN,Four Wheeler,Petrol,Manual
259,Maruti 800 AC,65000,2002,Individual,Second Owner,100000,NaN,Four Wheeler,Petrol,Manual
260,Maruti Vitara Brezza LDi Option,685000,2017,Dealer,First Owner,72000,NaN,Four Wheeler,Diesel,Manual
261,Honda Jazz S,300000,2009,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
262,Hyundai i20 1.4 Sportz,680000,2017,Dealer,First Owner,44000,NaN,Four Wheeler,Diesel,Manual
263,Maruti Ertiga SHVS ZDI Plus,1000000,2017,Individual,Second Owner,60000,NaN,Four Wheeler,Diesel,Manual
264,Tata Sumo SE Plus BSIII,100000,2002,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
265,Mahindra Xylo E4,160000,2010,Individual,First Owner,130000,NaN,Four Wheeler,Diesel,Manual
266,Maruti Swift ZDi BSIV,450000,2017,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Manual
267,Maruti Ertiga VXI,600000,2014,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
268,Hyundai i20 1.4 Magna ABS,180000,2009,Individual,Second Owner,60000,NaN,Four Wheeler,Diesel,Manual
269,Maruti Alto LXi,100000,2007,Individual,First Owner,195000,NaN,Four Wheeler,Petrol,Manual
270,Maruti Alto LXi,120000,2010,Individual,Second Owner,90000,NaN,Four Wheeler,Petrol,Manual
271,Hyundai Getz GL,130000,2006,Individual,Third Owner,80000,NaN,Four Wheeler,Petrol,Manual
272,Maruti Wagon R LX BS IV,160000,2011,Individual,First Owner,155000,NaN,Four Wheeler,Petrol,Manual
273,Mahindra Bolero Power Plus SLX,860000,2019,Individual,First Owner,35000,NaN,Four Wheeler,Diesel,Manual
274,Hyundai i20 1.2 Spotz,650000,2018,Individual,Second Owner,20000,NaN,Four Wheeler,Petrol,Manual
275,Maruti Wagon R LXI Minor,100000,2010,Individual,Second Owner,80000,NaN,Four Wheeler,Petrol,Manual
276,Maruti Alto 800 VXI,282000,2017,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
277,Hyundai i20 Asta (o),300000,2009,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
278,Hyundai i20 Asta,270000,2010,Individual,Second Owner,110000,NaN,Four Wheeler,Petrol,Manual
279,Hyundai Verna 1.6 SX CRDi (O),550000,2013,Individual,First Owner,29000,NaN,Four Wheeler,Diesel,Manual
280,Mahindra Xylo D2 BSIV,450000,2013,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
281,Mahindra Bolero SLX 2WD BSIII,430000,2011,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
282,Maruti Ertiga VXI ABS,350000,2013,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
283,Honda Brio 1.2 E MT,350000,2017,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
284,Toyota Etios Liva G,229999,2013,Individual,Second Owner,50000,NaN,Four Wheeler,Petrol,Manual
285,Maruti Alto 800 LXI,110000,2013,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
286,Maruti Swift Dzire 1.2 Vxi BSIV,395000,2012,Individual,Second Owner,49000,NaN,Four Wheeler,Petrol,Manual
287,Mahindra Scorpio VLS AT 2.2 mHAWK,650000,2011,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Automatic
288,Mahindra Bolero SLX,350000,2011,Individual,Second Owner,90000,NaN,Four Wheeler,Diesel,Manual
289,Mahindra XUV500 W11 Option AWD,1400000,2020,Dealer,First Owner,25000,NaN,Four Wheeler,Diesel,Manual
290,Tata Tiago 1.2 Revotron XZ,360000,2018,Individual,First Owner,4000,NaN,Four Wheeler,Petrol,Manual
291,Mahindra Marazzo M8 8Str,1300000,2018,Individual,First Owner,10000,NaN,Four Wheeler,Diesel,Manual
292,Renault Duster 110PS Diesel RxL,800000,2015,Individual,First Owner,15000,NaN,Four Wheeler,Diesel,Manual
293,Hyundai EON Magna Plus,229999,2018,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
294,Maruti Wagon R VXI,315000,2014,Dealer,First Owner,41000,NaN,Four Wheeler,Petrol,Manual
295,Chevrolet Spark 1.0 LT,125000,2012,Individual,First Owner,28000,NaN,Four Wheeler,Petrol,Manual
296,Maruti Baleno Alpha,700000,2019,Individual,First Owner,16000,NaN,Four Wheeler,Petrol,Manual
297,Hyundai EON 1.0 Kappa Magna Plus,160000,2015,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
298,Ford Figo Aspire 1.2 Ti-VCT Trend,530000,2017,Dealer,First Owner,10832,NaN,Four Wheeler,Petrol,Manual
299,Ford Figo Aspire Facelift,624000,2018,Dealer,First Owner,14681,NaN,Four Wheeler,Diesel,Manual
300,Hyundai i10 Era,250000,2009,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
301,Mahindra Bolero SLX,585000,2016,Dealer,First Owner,51000,NaN,Four Wheeler,Diesel,Manual
302,Hyundai Verna 1.4 VTVT,500000,2015,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
303,Chevrolet Sail 1.2 LT ABS,350000,2014,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
304,Honda City i-DTEC SV,495000,2014,Dealer,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
305,Hyundai Grand i10 1.2 Kappa Asta,500000,2017,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
306,Mahindra Bolero Power Plus Plus AC BSIV PS,430000,2015,Individual,First Owner,200000,NaN,Four Wheeler,Diesel,Manual
307,Hyundai Grand i10 1.2 Kappa Sportz Option,345000,2013,Dealer,First Owner,44000,NaN,Four Wheeler,Petrol,Manual
308,Maruti Baleno Sigma 1.2,500000,2015,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
309,Tata Tiago 1.2 Revotron XZ,425000,2019,Individual,First Owner,19600,NaN,Four Wheeler,Petrol,Manual
310,Maruti Wagon R LXI,80000,2005,Individual,Second Owner,40000,NaN,Four Wheeler,Petrol,Manual
311,Chevrolet Beat Diesel LS,106000,2011,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
312,Maruti A-Star Vxi,180000,2009,Individual,First Owner,46730,NaN,Four Wheeler,Petrol,Manual
313,Datsun GO A,250000,2015,Individual,Second Owner,40000,NaN,Four Wheeler,Petrol,Manual
314,Skoda Yeti Ambition 4WD,350000,2011,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
315,Maruti Zen LXi BSII,60000,2002,Individual,Second Owner,80000,NaN,Four Wheeler,Petrol,Manual
316,Hyundai Verna CRDi 1.6 EX,900000,2018,Individual,First Owner,24000,NaN,Four Wheeler,Diesel,Manual
317,Ford Aspire Titanium Diesel BSIV,700000,2017,Dealer,First Owner,21170,NaN,Four Wheeler,Diesel,Manual
318,BMW 3 Series 320d Sport,2000000,2013,Dealer,First Owner,167223,NaN,Four Wheeler,Diesel,Automatic
319,Maruti Ertiga SHVS ZDI Plus,1000000,2017,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
320,BMW X1 sDrive 20d Exclusive,1375000,2011,Individual,First Owner,60000,NaN,Four Wheeler,Diesel,Automatic
321,Toyota Innova Crysta 2.4 VX MT,1800000,2016,Dealer,First Owner,141440,NaN,Four Wheeler,Diesel,Manual
322,Chevrolet Tavera Neo 3 10 Seats BSIV,160000,2007,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
323,Mitsubishi Outlander 2.4,525000,2012,Individual,First Owner,140000,NaN,Four Wheeler,Petrol,Automatic
324,Mahindra XUV500 W8 2WD,850000,2012,Dealer,First Owner,212814,NaN,Four Wheeler,Diesel,Manual
325,Maruti Baleno Alpha 1.3,800000,2019,Individual,First Owner,30000,NaN,Four Wheeler,Diesel,Manual
326,Ford Figo Aspire 1.5 TDCi Titanium,700000,2017,Dealer,First Owner,88635,NaN,Four Wheeler,Diesel,Manual
327,Maruti Swift Dzire VDI,800000,2018,Individual,First Owner,25000,NaN,Four Wheeler,Diesel,Manual
328,Hyundai i20 1.2 Spotz,575000,2017,Individual,Second Owner,20000,NaN,Four Wheeler,Petrol,Manual
329,Renault Duster 110PS Diesel RxZ,350000,2012,Individual,Second Owner,110000,NaN,Four Wheeler,Diesel,Manual
330,Maruti Swift Vdi BSIII,250000,2008,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
331,Ford Endeavour Titanium 4X2,600000,2011,Dealer,Second Owner,149674,NaN,Four Wheeler,Diesel,Manual
332,Mahindra Scorpio 2.6 Turbo 9 Str,370000,2007,Individual,Third Owner,100000,NaN,Four Wheeler,Diesel,Manual
333,Maruti Baleno Vxi,80000,2006,Individual,Third Owner,120000,NaN,Four Wheeler,Petrol,Manual
334,Tata Indica DLX,50000,2003,Individual,Second Owner,120000,NaN,Four Wheeler,Diesel,Manual
335,Hyundai Verna CRDi 1.6 EX,900000,2018,Individual,First Owner,25000,NaN,Four Wheeler,Diesel,Manual
336,Maruti Wagon R VXI BS IV,300000,2014,Individual,Second Owner,35000,NaN,Four Wheeler,Petrol,Manual
337,Tata Indica LSI,125000,2002,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
338,Maruti Swift Dzire VDI,490000,2015,Individual,Second Owner,60000,NaN,Four Wheeler,Diesel,Manual
339,Toyota Etios Liva GD,300000,2012,Individual,Second Owner,50000,NaN,Four Wheeler,Diesel,Manual
340,Tata Nano STD,55000,2013,Individual,Fourth & Above Owner,25000,NaN,Four Wheeler,Petrol,Manual
341,Hyundai Grand i10 Sportz,350000,2016,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
342,Hyundai Grand i10 1.2 CRDi Asta,755000,2019,Individual,First Owner,8000,NaN,Four Wheeler,Diesel,Manual
343,Maruti Ertiga SHVS VDI,720000,2017,Individual,First Owner,60000,NaN,Four Wheeler,Diesel,Manual
344,Mahindra Bolero SLX,229999,2006,Individual,Third Owner,200000,NaN,Four Wheeler,Diesel,Manual
345,Mahindra Scorpio S7 140 BSIV,1100000,2018,Individual,First Owner,20000,NaN,Four Wheeler,Diesel,Manual
346,Volkswagen Polo Petrol Comfortline 1.2L,400000,2013,Individual,First Owner,100000,NaN,Four Wheeler,Petrol,Manual
347,Hyundai Xcent 1.1 CRDi Base,350000,2015,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
348,Chevrolet Beat Diesel PS,159000,2012,Dealer,First Owner,68000,NaN,Four Wheeler,Diesel,Manual
349,Maruti Swift ZXi BSIV,550000,2017,Dealer,First Owner,38000,NaN,Four Wheeler,Petrol,Manual
350,Maruti Ritz VDi,335000,2013,Dealer,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
351,Tata Indigo CS Emax CNG GLX,185000,2014,Dealer,First Owner,72000,NaN,Four Wheeler,CNG,Manual
352,Maruti Eeco 5 STR With AC Plus HTR CNG,229999,2012,Dealer,First Owner,75000,NaN,Four Wheeler,CNG,Manual
353,Maruti Estilo LXI,225000,2014,Dealer,First Owner,43000,NaN,Four Wheeler,Petrol,Manual
354,Maruti Swift VXI with ABS,250000,2007,Individual,Second Owner,120000,NaN,Four Wheeler,Petrol,Manual
355,Tata Zest Quadrajet 1.3 XM,400000,2015,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
356,Maruti Swift VDI BSIV,470000,2014,Individual,First Owner,163000,NaN,Four Wheeler,Diesel,Manual
357,Maruti Alto K10 VXI AGS Optional,300000,2018,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Automatic
358,Maruti Alto LX,145000,2011,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
359,Maruti SX4 Vxi BSIII,100000,2007,Individual,Second Owner,90000,NaN,Four Wheeler,Petrol,Manual
360,Mahindra Scorpio SLE BSIV,500000,2014,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
361,Hyundai Santro Xing GLS CNG,130000,2010,Individual,Second Owner,98000,NaN,Four Wheeler,CNG,Manual
362,Chevrolet Cruze LTZ,240000,2010,Individual,First Owner,81925,NaN,Four Wheeler,Diesel,Manual
363,Ford Figo Diesel Celebration Edition,150000,2013,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
364,Renault KWID RXT Optional,270000,2017,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
365,Maruti Swift Dzire VDI,400000,2014,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
366,Hyundai EON Era Plus,200000,2012,Individual,First Owner,46000,NaN,Four Wheeler,Petrol,Manual
367,Mahindra XUV500 W6 2WD,550000,2012,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
368,Renault KWID 1.0 RXT Optional,325000,2018,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
369,Skoda Rapid 1.5 TDI AT Style BSIV,860000,2017,Individual,First Owner,82080,NaN,Four Wheeler,Diesel,Automatic
370,Mahindra XUV500 W8 2WD,600000,2012,Individual,First Owner,200000,NaN,Four Wheeler,Diesel,Manual
371,Chevrolet Spark 1.0,125000,2009,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
372,Maruti 800 AC,60000,2000,Individual,Third Owner,40000,NaN,Four Wheeler,Petrol,Manual
373,Chevrolet Tavera Neo 3 10 Seats BSIV,300000,2010,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
374,Ford Fiesta 1.6 ZXi Duratec,190000,2007,Individual,Third Owner,60000,NaN,Four Wheeler,Petrol,Manual
375,Maruti Ertiga VDI,400000,2013,Individual,First Owner,110000,NaN,Four Wheeler,Diesel,Manual
376,Tata Manza Aura Quadrajet BS IV,260000,2011,Individual,Second Owner,97000,NaN,Four Wheeler,Diesel,Manual
377,Maruti Swift VVT VXI,400000,2017,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
378,Hyundai i20 Sportz Petrol,250000,2010,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
379,Hyundai Grand i10 1.2 Kappa Asta,600000,2019,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
380,Maruti Zen Estilo VXI BSIV,175000,2010,Individual,First Owner,52047,NaN,Four Wheeler,Petrol,Manual
